,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,0,3,요일인사,0,화요일,바람결에 사라지는 벚꽃들,부는 바람에 작은 벚꽃들이 날리는 4월입니다.화사하게 폈다가 바람결에 사라지는 벚꽃들의 모습을 보며 긴 화요일 오후를 지내고 있네요.
1,0,3,요일인사,0,화요일,더운 여름날을 견디는 화요일,바빴던 월요일을 보내고 화요일이 되면 남은 한 주가 참 길게도 느껴집니다.오늘도 맑은 하늘을 올려다보며 더운 여름날을 견디는 화요일이네요.
2,0,3,요일인사,0,화요일,회색만 보이는 계절,"안녕하세요? ○○○님,이 추운 겨울, 눈도 오지 않아서 회색만 보이는 계절을 어떻게 보내고 계신가요?춥지만 쨍하게 맑은 화요일 오후입니다."
3,0,3,요일인사,0,화요일,서서히 저물고 있는 5월,안녕하세요?지루한 화요일을 보내며 꽃이 지는 모습에 이 봄도 서서히 저물고 있는 것을 느끼는 5월입니다.
4,0,3,요일인사,0,화요일,조용하게 내리는 비,주말에 비가 오는 것보다 이렇게 주중에 비가 내리는 것이 화창한 휴일을 맞을 수 있게 되겠죠?조용하게 내리는 비를 창 밖으로 보는 화요일입니다.
5,0,3,요일인사,0,화요일,누구와 약속을 하기엔 조금은 부담이 되는 심심한 화요일,"누구와 약속을 하기엔 조금은 부담이 되고, 그렇다고 그냥 퇴근하기엔 심심한 화요일 저녁입니다.○○○님은 오늘 저녁 좋은 약속 있으신가요?"
6,0,3,요일인사,0,화요일,황금빛 가을 잎들이 만드는 그늘,길고 긴 가을 햇살은 덥진 않지만 조금은 뜨거운 바람을 불게 하네요.황금빛 가을 잎들이 만드는 그늘에 앉아 가벼운 책을 읽고 싶은 화요일 오후입니다.
7,0,3,요일인사,0,화요일,커피 한 잔 마시는 여유를 부리는 화요일 오후,월요일만 지나면 조금 마음이 풀리는 탓에 이제야 여유 있게 커피 한 잔 마시는 화요일 오후입니다.○○○님도 그간 편안히 지내셨는지요.
8,0,3,요일인사,0,화요일,지루한 장마처럼 지루한 하루,지루한 장마처럼 지루한 하루를 보내고 있는 화요일입니다.비는 계속 내리고 빗소리는 하루 종일 귓가에 맴도네요.
9,0,3,요일인사,0,화요일,마음이 맑아지는 느낌,아직 긴 한 주가 남았지만 벌써 주말이 기다려지는 건 화창한 봄날씨가 유혹하기 때문일까요?깨끗한 하늘을 보면 마음도 맑아지는 느낌입니다.
10,0,3,요일인사,1,월요일,주말 동안 그토록 기다리던 눈,주말에 그토록 기다리던 눈이 월요일이 되니 드디어 하나둘 내리네요.이번 주는 오랜만에 눈 쌓인 풍경을 구경하며 지낼 수 있을 듯 합니다.
