,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,0,4,시간인사,0,밤,후회가 밀려와 마음이 아픈 밤,밤은 사색하기 좋은 시간이라고 하지만 일기를 쓰며 느끼는 반성은 사색보다는 후회가 많네요.하루의 후회가 밀려와 마음이 아픈 밤입니다.
1,0,4,시간인사,0,밤,함박눈이 펑펑 내리는 겨울밤,문득 창 밖이 환해지는가 싶더니 함박눈이 펑펑 내리고 있네요.연말을 앞두고 온 세상이 하얗게 변하는 겨울밤입니다.
2,0,4,시간인사,0,밤,내일을 위해 일찍 잠이 드는 깊은 밤,건너편 아파트 불빛이 대부분 꺼지고 다들 내일을 위해서 일찍 잠이 드는 깊은 밤입니다.오늘은 월요일이라서 그런지 다들 일찍 자나 봅니다.
3,0,4,시간인사,0,밤,혼자 집에서 연말을 보내는 심심한 겨울,"겨울의 밤은 일찍 찾아와 긴긴 시간을 더 외롭게 만드네요.시끌벅적한 연말, 혼자 집에서 보내는 심심한 겨울입니다."
4,0,4,시간인사,0,밤,비에 젖은 목련꽃잎,비에 젖은 목련꽃잎이 창가에 붙어 비 오는 밤을 지켜주는 4월입니다.이 비가 그치면 저 목련꽃도 다 지겠지요?아쉬운 봄입니다.
5,0,4,시간인사,0,밤,빗소리가 점점 거세지는 밤,빗소리는 점점 거세지고 오늘밤은 쉽게 잠이 올 것 같지 않네요.홀로 빗소리를 듣는 건 외롭다는 뜻이겠지요?
6,0,4,시간인사,0,밤,깊은 밤에 홀로 누군가를 그리워하는 일,어디선가 나를 찾는 전화라도 한 통 오길 기대하는 외로운 밤입니다.깊은 밤에 홀로 누군가를 그리워하는 일은 사람을 참 쓸쓸하게 만드네요.
7,0,4,시간인사,0,밤,시원한 맥주와 수박을 먹는 여름밤,덥다고 시원한 맥주와 수박을 먹으며 더위를 달래는 여름밤입니다.내일 아침에 일어나면 다시 더위가 찾아오겠지만 오늘밤은 이대로 보내도 좋을 듯 바람이 부네요.
8,0,4,시간인사,0,밤,골목길을 걸어가는 사람의 구두 발자국 소리,골목길을 저벅저벅 걸어가는 사람의 구두 발자국 소리가 무겁게 들리는 밤입니다.피곤해서인지 작은 소리에도 민감해지네요.
9,0,4,시간인사,0,밤,함박눈이 내려와 세상이 고요한 밤,함박눈이 내려와 세상이 온통 고요한 밤입니다.멀리 빨간 교회 십자가만이 이 밤을 지켜주고 있네요.
10,0,4,시간인사,0,밤,들고양이 울음소리가 처량하게 들리는 가을밤,들고양이 울음소리가 처량하게 들리는 추운 가을밤입니다.이 밤이 지나면 내일부터는 겨울 추위가 몰려온다고 하네요.
