,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,0,6,느낌인사,0,힘들고 지칠 때,겨우내 앓았던 감기가 다시 도진 봄,따스한 봄이 왔는데 겨우내 앓았던 감기가 다시 도졌네요.몸이 많이 약해진 것 같습니다.○○○님은 이 좋은 봄날을 행복하게 보내고 계시겠지요?
1,0,6,느낌인사,0,힘들고 지칠 때,오랜 여행에서 돌아와 지친 몸,오랜 여행에서 돌아와 편한 마음이 들긴 하지만 지친 몸은 피로가 잔뜩 쌓였네요.○○○님은 그간 별고 없으셨는지요.
2,0,6,느낌인사,0,힘들고 지칠 때,앙상한 가지를 드러내고 있는 거리의 나무들,말라버린 잎들을 바람 속에 떨궈내며 앙상한 가지를 드러내고 있는 거리의 나무들을 보며 지친 하루를 위로하는 11월입니다.
3,0,6,느낌인사,0,힘들고 지칠 때,피곤한 몸과 마음으로 겨우 출근을 한 아침,상쾌한 출근길이 이토록 어려운 일일까요?피곤한 몸과 마음으로 겨우겨우 지하철에 몸을 싣고 출근을 한 아침입니다.
4,0,6,느낌인사,0,힘들고 지칠 때,자신감을 잃은 실패,한번의 실패를 겪고 나면 겸손을 배우지만 또다른 실패를 겪고 나면 자신감을 잃게 됩니다.힘든 나날을 보내고 있는 요즘입니다.
5,0,6,느낌인사,0,힘들고 지칠 때,더위를 먹은 듯 무기력해지는 8월,더위를 먹은 듯 밥맛도 없고 무기력해지는 8월입니다.지친 마음을 달래줄 그늘이 필요하지만 뜨거운 태양만이 온 세상을 내리쬐며 외로움을 더욱 환하게 비추네요.
6,0,6,느낌인사,0,힘들고 지칠 때,지친 몸을 달래는 6월,내리는 비를 꼼짝없이 다 맞으며 돌아온 집에서 지친 몸을 달래는 6월 마지막 주입니다.덥고 짜증나는 이 장마철이 언제쯤 끝날까요?
7,0,6,느낌인사,0,힘들고 지칠 때,흐린 하늘을 무거운 날개짓으로 혼자 날아가는 새,흐린 하늘을 무거운 날개짓으로 혼자 날아가는 새를 보며 오늘 제 모습과 같아 우울한 마음이 드는 겨울 오후입니다.
8,0,6,느낌인사,0,힘들고 지칠 때,휴가를 떠날 생각을 하는 오후,하기 싫은 공부를 억지로 해야하는 학생처럼 몸이 아프니 일하기가 무척 힘든 하루입니다.휴가를 떠날 생각을 하며 오후를 보내고 있네요.
9,0,6,느낌인사,0,힘들고 지칠 때,강추위가 몰아쳐 아무 것도 하기 싫은 1월,추운 겨울 바람을 다 맞으며 거리를 걸었더니 잔뜩 움츠리고 걸었던 어깨가 다 결리네요.강추위가 몰아쳐 아무 것도 하기 싫은 1월입니다.
10,0,6,느낌인사,0,힘들고 지칠 때,멋진 몸매를 자랑하며 거리를 활보하는 젊은이들,뜨거운 태양 아래 젊은이들이 멋진 몸매를 자랑하며 거리를 활보하지만 피고하고 지친 마음에 모든 것이 짜증이 나는 여름을 보내고 있네요.○○○님은 이 더운 여름 어떻게 보내시나요?
11,0,6,느낌인사,0,힘들고 지칠 때,피곤한 몸으로 커피를 마시는 가을 긴 오후,피곤한 몸으로 커피를 마시며 가을 긴 오후를 견디고 있는 10월입니다.달작지근한 커피향이 피곤을 달래주기 보다는 온몸을 더 늘어지게 하네요.
12,0,6,느낌인사,0,힘들고 지칠 때,건강이 최고라는 부모님 말씀,부모님은 항상 건강이 최고라고 하셨는데 나이가 들면서 그 말씀을 가슴으로 느끼게 되네요.피곤한 하루를 보내고 있는 오후입니다.
13,0,6,느낌인사,0,힘들고 지칠 때,밤새워 책을 읽던 학창시절,밤새워 책을 읽던 학창시절에는 다음날에도 끄떡없더니 요즘은 나이가 들어서인지 무리를 한 다음 날이면 힘겨운 하루를 보내게 되네요.늦잠을 자고 일어나 멍하니 아침을 보내고 있는 주말입니다.
14,0,6,느낌인사,0,힘들고 지칠 때,하루종일 부대끼는 속을 달래는 봄날,오랜만에 친구들과 만나서 과음을 했더니 오늘은 하루종일 부대끼는 속을 달래고 있네요.따뜻한 봄날에 취해 술이 달더군요.○○○님도 즐거운 주말 보내고 계신가요?
15,0,6,느낌인사,0,힘들고 지칠 때,힘든 하루를 보내고 나서 마시는 시원한 맥주,힘든 하루를 보내고 나서 마시는 시원한 맥주는 더운 여름을 상쾌하게 날려버리는 작은 행복이죠.○○○님의 오늘 하루는 어떠셨나요?
16,0,6,느낌인사,0,힘들고 지칠 때,감기 기운에 온몸이 으실으실 떨리는 주말,이번 주 내내 야간 업무를 했더니 드디어 몸이 병이 난 것 같네요.감기 기운에 온몸이 으실으실 떨리는 주말입니다.
17,0,6,느낌인사,0,힘들고 지칠 때,고단한 노동 뒤에 맛보는 휴식,고단한 노동 뒤에 맛보는 휴식은 달콤한 꿀맛을 느끼게 합니다.지친 하루지만 저녁이 되니 보람을 느끼는 월요일입니다.
18,0,6,느낌인사,0,힘들고 지칠 때,무리한 산행을 한 주말,주말동안 힘겹게 등산을 했더니 월요일 아침부터 온몸이 찌뿌둥하니 맥이 없네요.무리한 산행에 이번 주는 조금 힘든 한 주가 될 듯 합니다.○○○님은 주말 어떻게 보내셨나요?
