,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,1.0,0.0,날씨,0.0,날씨,하얀 라일락 꽃잎들이 흩어지는 4월,"갑작스레 쏟아진 봄비에 하얀 라일락 꽃잎들이 흩어지는 4월입니다.깊어가는 봄날, 하시는 일들 모두 잘 되시길 빕니다."
1,1.0,0.0,날씨,0.0,날씨,비 내리는 공원의 벤치,"그 많던 비둘기들은 다들 어디로 갔는지, 비 내리는 공원에는 벤치만 덩그러니 비를 맞고 있네요.비가 내리면 쌀쌀해진다고 합니다.감기 조심하시고 따뜻한 하루 보내세요."
2,1.0,0.0,날씨,0.0,날씨,하늘을 매꾸는 검은 구름,검은 구름이 잔뜩 몰려와 화를 내듯 하늘을 매꾸고 있습니다.다시 장마비가 한바탕 쏟아질 것 같네요.안전 운전하시기 바랍니다.
3,1.0,0.0,날씨,0.0,날씨,구름 한 점 없는 파란 하늘,"구름 한 점 없는 파란 하늘이 가을 편지처럼 펼쳐진 오후입니다.저 파란 하늘에 편지를 쓰면 얼마나 많은 사연들을 보낼 수 있을까요?아름다운 날, 아름다운 추억 많이 만드시기 바랍니다."
4,1.0,0.0,날씨,0.0,날씨,범상치 않은 바람소리,범상치 않은 바람소리가 창문을 두드리며 불어오네요.태풍이 지나가면서 많은 비도 내릴 거라고 합니다.문단속 잘 하시고 편한 밤 되세요.
5,1.0,0.0,날씨,0.0,날씨,갑자기 내린 서리에 더욱 빨갛게 보이는 단풍잎,갑자기 내린 서리에 빨간 단풍잎이 얼어버린 듯 더욱 빨갛게 보이네요.곧 겨울이 다가올 것만 같습니다.따스한 차 한잔 하시면서 편안한 오후 보내시기 바랍니다.
6,1.0,0.0,날씨,0.0,날씨,기분을 싱숭생숭하게 하는 눈발,아침부터 흩날리는 눈발이 기분을 싱숭생숭하게 하네요.오랜만에 내리는 눈을 보며 겨울 분위기 내보시기 바랍니다.즐거운 하루 되세요.
7,1.0,0.0,날씨,0.0,날씨,온 세상을 뿌옇게 포위한 황사,밤을 틈타 진군한 군대처럼 온 세상을 뿌옇게 포위한 황사가 아침부터 힘든 하루를 만들고 있습니다.호흡기 질환이 유행이라고 하니 꼭 마스크 쓰고 퇴근하세요.
8,1.0,0.0,날씨,0.0,날씨,도로 위 표지판도 보이질 않게 하는 짙은 안개,짙은 안개가 도로 위 표지판도 보이질 않게 하네요.조심해서 운전하시고 집에 들어가시면 꼭 전화주세요.걱정하지 않게요.
9,1.0,0.0,날씨,0.0,날씨,도로 위 표지판도 보이질 않게 하는 짙은 안개,짙은 안개가 도로 위 표지판도 보이질 않게 하네요.조심해서 운전하시고 집에 들어가시면 꼭 전화주세요.걱정하지 않게요.
10,1.0,0.0,날씨,0.0,날씨,점점 추워지는 연말,연말이라서 여기저기 모임이 많은데 날은 점점 추워지네요.술 너무 많이 드시지 마시고 적당히 건강 챙기시면서 연말 보내시기 바랍니다.
11,1.0,0.0,날씨,0.0,날씨,지난 밤 내내 거칠게 쏟아붓던 장마비,지난 밤 내내 거칠게 쏟아붓던 장마비가 그친 오늘 아침은 전쟁이 지나간 것처럼 평화로워 보이네요.대신 다시 더워진다고 하니 시원한 여름 보내시기 바랍니다.
12,1.0,0.0,날씨,0.0,날씨,빨간 홍시를 먹으며 파란 하늘을 올려다보는 가을,시간은 어찌나 빠른지 벌써 가을이네요.덥다덥다 하면서 수박을 먹던 게 엊그제 같은데 이제는 빨간 홍시를 먹으며 파란 가을 하늘을 올려다보고 있습니다.즐기는 가을 보내시기 바랍니다.
13,1.0,0.0,날씨,0.0,날씨,우울한 회색의 겨울 풍경이 펼쳐진 오후,맑은 하늘이 점점 흐려지더니 우울한 회색의 겨울 풍경이 펼쳐진 오후입니다.지루한 겨울이지만 그래도 입춘이 지났으니 이제 곧 봄이 오겠지요?남아 있는 2월 건강히 보내시기 바랍니다.
14,1.0,0.0,날씨,0.0,날씨,웃음이 피어나는 하루,안개 때문에 아침 출근길 많이 힘드셨지요?오후부터는 다시 맑은 하늘을 볼 수 있다고 하니 오늘 아침의 우울한 기분은 시원하게 날려버리세요.웃음이 피어나는 하루 보내시기 바랍니다.
15,1.0,0.0,날씨,0.0,날씨,한적한 곳으로 드라이브를 가는 맑은 날,이렇게 맑은 날에는 차창을 모두 열고 시원한 바람을 맞으며 한적한 곳으로 드라이브를 가고 싶지 않으세요?가족과 함께 가까운 곳으로 즐거운 여행 보내시기 바랍니다.
16,1.0,0.0,날씨,0.0,날씨,오랜만에 내리는 눈,어제 세차를 했는데 지금 밖엔 눈이 내리고 있네요.세차를 한 보람은 없어졌지만 오랜만에 내리는 눈이 반갑습니다.기분 좋은 오후 보내세요.
17,1.0,0.0,날씨,0.0,날씨,화창한 하늘로 시작된 5월의 첫날,화창한 하늘로 시작된 5월의 첫날입니다.근로자의 날 공휴일이라서 마음이 상쾌하네요.피로를 푸는 재충전의 휴일 보내시고 다음에 또 연락드리겠습니다.
18,1.0,0.0,날씨,0.0,날씨,온 세상을 불태울 듯 내리쬐는 태양빛,강렬한 태양빛은 온 세상을 불태울 듯 내리쬐고 있네요.아침부터 푹푹 찌는 더위가 힘든 하루를 예상케 합니다.휴가 잘 다녀오시고 돌아오시면 다시 연락주십시오.
19,1.0,0.0,날씨,0.0,날씨,잘 익은 사과가 가을의 향기를 말해주는 10월,빨갛게 잘 익은 사과가 가을의 향기를 말해주는 듯한 10월입니다.추석도 지났고 이제부턴 본격적인 가을을 즐길 시간이네요.즐거운 가을 보내십시오.
20,1.0,0.0,날씨,0.0,날씨,하나둘 빗방울이 맺히기 시작하는 창문,흐린 창문가에 하나둘 빗방울 맺히기 시작했습니다.오늘 저녁 퇴근길은 오랜만에 비를 볼 수 있겠네요.즐거운 밤 되시기 바랍니다.
21,1.0,0.0,날씨,1.0,흐린 날,몸이 아픈 날,몸이 아파 간신히 출근한 오늘은 마침 날도 흐리고 하늘도 무거워 보이네요.오늘은 일찍 들어가 푹 쉬어야겠습니다.○○○님도 무리하지 마시고 쉬엄쉬엄 하세요.
22,1.0,0.0,날씨,1.0,흐린 날,어둑어둑해지는 날씨,날이 어둑어둑해지는 것이 소나기라도 내릴 것 같은 분위기네요.여름비가 계속 내려 조금 지겹지만 더운 것보단 나은 거 같습니다.그럼 수고하세요.
23,1.0,0.0,날씨,1.0,흐린 날,안개가 자욱하고 조용한 세상,안개가 자욱하니 세상이 조용하게 침묵을 지키는 흐린 날이네요.이번 주말엔 화창하게 날이 개어 나들이하기 좋다고 하니 오늘 하루도 힘차게 보내십시오.
24,1.0,0.0,날씨,1.0,흐린 날,연인과 헤어진 날,연인과 헤어진 그날처럼 비가 올 듯 하늘이 흐립니다.오랜만에 술 한 잔 하고 싶네요.안녕히 계세요.
25,1.0,0.0,날씨,1.0,흐린 날,행복하고 의미가 깊은 하루하루,날은 흐려도 건강을 되찾으니 매 하루하루가 행복이고 의미가 깊네요.○○○님도 언제나 건강하고 희망찬 하루하루 보내시기 바랍니다.
26,1.0,0.0,날씨,1.0,흐린 날,희망을 버리지 않는 꽃의 모습,내리는 비에 고개를 숙이고 있는 해바라기들도 해가 뜨기를 기다리고 있겠지요?희망을 버리지 않는 꽃의 모습을 보며 남은 여름을 보람있게 보내고자 합니다.안녕히 계세요.
27,1.0,0.0,날씨,1.0,흐린 날,원망스러운 흐린 하늘,며칠 째 흐린 하늘이 원망스러운 휴가네요.남은 휴가만이라도 화창하게 개었으면 좋겠습니다.그럼 또 뵙지요.
28,1.0,0.0,날씨,1.0,흐린 날,거짓말을 하지 않는 자연,자연은 절대 거짓말을 하지 않는 것 같습니다.아침부터 흐리던 하늘에서 부슬부슬 비가 내리네요.덕분에 운치 있는 하루 보내시고 편안한 시간 보내셨으면 합니다.
29,1.0,0.0,날씨,1.0,흐린 날,공부가 더 잘 되는 흐린 날의 장점,"○○○님, 이렇게 흐린 날이 화창한 날보다 더 공부가 잘 되는 장점이 있는 것 같습니다.날은 흐려도 힘내세요!"
30,1.0,0.0,날씨,1.0,흐린 날,빨리 퇴근했으면 하는 생각,이렇게 흐리고 비가 오는 날은 빨리 퇴근했으면 하는 생각하시지요?남은 시간 즐겁게 보내시고 편안한 저녁 되십시오.
31,1.0,0.0,날씨,1.0,흐린 날,비 오기 전의 풍경,먼 하늘에서부터 검은 구름이 점점 몰려오고 있습니다.비 오기 전의 풍경은 언제나 마음을 울적하게 하지만 내일이 주말이라 위로가 되네요.즐거운 주말 되십시오.
32,1.0,0.0,날씨,1.0,흐린 날,우산을 든 사람들이 많이 보이는 거리,거리에 우산을 든 사람들이 많이 보이네요.지금 흐린 하늘이 조금 있으면 비를 뿌릴 듯 합니다.안전 운전하시고 내일 또 뵙겠습니다.
